m,TagName,
"2016-11-01 00:00:00","java","15639"
"2016-11-01 00:00:00","javascript","20508"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","php","11930"
"2016-11-01 00:00:00","python","14175"
"2016-11-01 00:00:00","r","3558"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4360"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2793"
"2016-12-01 00:00:00","c#","10682"
"2016-12-01 00:00:00","c++","5222"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13840"
"2016-12-01 00:00:00","javascript","19794"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","php","11473"
"2016-12-01 00:00:00","python","13041"
"2016-12-01 00:00:00","r","3149"
"2016-12-01 00:00:00","ruby","1626"
"2016-12-01 00:00:00","swift","3926"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2756"
"2017-01-01 00:00:00","c#","11688"
"2017-01-01 00:00:00","c++","5646"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14550"
"2017-01-01 00:00:00","javascript","21386"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","php","12603"
"2017-01-01 00:00:00","python","14266"
"2017-01-01 00:00:00","r","3489"
"2017-01-01 00:00:00","ruby","1821"
"2017-01-01 00:00:00","swift","4335"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2725"
"2017-02-01 00:00:00","c#","11486"
"2017-02-01 00:00:00","c++","5164"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14552"
"2017-02-01 00:00:00","javascript","21173"
"2017-02-01 00:00:00","perl","402"
"2017-02-01 00:00:00","php","12476"
"2017-02-01 00:00:00","python","14760"
"2017-02-01 00:00:00","r","3675"
"2017-02-01 00:00:00","ruby","1625"
"2017-02-01 00:00:00","swift","4054"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c","2968"
"2017-03-01 00:00:00","c#","12982"
"2017-03-01 00:00:00","c++","6218"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","651"
"2017-03-01 00:00:00","java","17294"
"2017-03-01 00:00:00","javascript","23693"
"2017-03-01 00:00:00","perl","410"
"2017-03-01 00:00:00","php","14032"
"2017-03-01 00:00:00","python","17113"
"2017-03-01 00:00:00","r","4602"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4610"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2850"
"2017-04-01 00:00:00","c#","11086"
"2017-04-01 00:00:00","c++","5874"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15917"
"2017-04-01 00:00:00","javascript","21225"
"2017-04-01 00:00:00","perl","369"
"2017-04-01 00:00:00","php","12392"
"2017-04-01 00:00:00","python","15635"
"2017-04-01 00:00:00","r","4263"
"2017-04-01 00:00:00","ruby","1487"
"2017-04-01 00:00:00","swift","3910"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2741"
"2017-05-01 00:00:00","c#","11969"
"2017-05-01 00:00:00","c++","5296"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","java","16327"
"2017-05-01 00:00:00","javascript","22380"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13020"
"2017-05-01 00:00:00","python","16178"
"2017-05-01 00:00:00","r","4314"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4091"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2352"
"2017-06-01 00:00:00","c#","11298"
"2017-06-01 00:00:00","c++","4683"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14616"
"2017-06-01 00:00:00","javascript","21560"
"2017-06-01 00:00:00","perl","313"
"2017-06-01 00:00:00","php","11730"
"2017-06-01 00:00:00","python","16010"
"2017-06-01 00:00:00","r","4447"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","swift","4195"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c","2048"
"2017-07-01 00:00:00","c#","11197"
"2017-07-01 00:00:00","c++","5020"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","656"
"2017-07-01 00:00:00","java","14124"
"2017-07-01 00:00:00","javascript","21598"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","php","11754"
"2017-07-01 00:00:00","python","16904"
"2017-07-01 00:00:00","r","4579"
"2017-07-01 00:00:00","ruby","1520"
"2017-07-01 00:00:00","swift","4345"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2039"
"2017-08-01 00:00:00","c#","10947"
"2017-08-01 00:00:00","c++","4786"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","java","13744"
"2017-08-01 00:00:00","javascript","21331"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11626"
"2017-08-01 00:00:00","python","16457"
"2017-08-01 00:00:00","r","4568"
"2017-08-01 00:00:00","ruby","1392"
"2017-08-01 00:00:00","swift","4177"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2100"
"2017-09-01 00:00:00","c#","9870"
"2017-09-01 00:00:00","c++","4465"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12743"
"2017-09-01 00:00:00","javascript","18978"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10675"
"2017-09-01 00:00:00","python","15443"
"2017-09-01 00:00:00","r","4221"
"2017-09-01 00:00:00","ruby","1221"
"2017-09-01 00:00:00","swift","3760"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2777"
"2017-10-01 00:00:00","c#","10229"
"2017-10-01 00:00:00","c++","5216"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","615"
"2017-10-01 00:00:00","java","14000"
"2017-10-01 00:00:00","javascript","19853"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10808"
"2017-10-01 00:00:00","python","16930"
"2017-10-01 00:00:00","r","4541"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3898"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2948"
"2017-11-01 00:00:00","c#","9787"
"2017-11-01 00:00:00","c++","5033"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","654"
"2017-11-01 00:00:00","java","14171"
"2017-11-01 00:00:00","javascript","19399"
"2017-11-01 00:00:00","perl","264"
"2017-11-01 00:00:00","php","10578"
"2017-11-01 00:00:00","python","16960"
"2017-11-01 00:00:00","r","4504"
"2017-11-01 00:00:00","ruby","1173"
"2017-11-01 00:00:00","swift","3664"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2194"
"2017-12-01 00:00:00","c#","8604"
"2017-12-01 00:00:00","c++","4457"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","525"
"2017-12-01 00:00:00","java","11968"
"2017-12-01 00:00:00","javascript","16967"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9115"
"2017-12-01 00:00:00","python","14932"
"2017-12-01 00:00:00","r","3715"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3199"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2214"
"2018-01-01 00:00:00","c#","9372"
"2018-01-01 00:00:00","c++","4752"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12334"
"2018-01-01 00:00:00","javascript","18887"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10094"
"2018-01-01 00:00:00","python","16230"
"2018-01-01 00:00:00","r","4199"
"2018-01-01 00:00:00","ruby","1160"
"2018-01-01 00:00:00","swift","3741"
"2018-02-01 00:00:00","assembly","281"
"2018-02-01 00:00:00","c","2143"
"2018-02-01 00:00:00","c#","8578"
"2018-02-01 00:00:00","c++","4567"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","580"
"2018-02-01 00:00:00","java","12021"
"2018-02-01 00:00:00","javascript","17215"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9108"
"2018-02-01 00:00:00","python","16292"
"2018-02-01 00:00:00","r","4498"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3405"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2464"
"2018-03-01 00:00:00","c#","9787"
"2018-03-01 00:00:00","c++","5181"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13551"
"2018-03-01 00:00:00","javascript","19140"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9812"
"2018-03-01 00:00:00","python","17895"
"2018-03-01 00:00:00","r","5102"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","swift","4044"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2184"
"2018-04-01 00:00:00","c#","9234"
"2018-04-01 00:00:00","c++","4663"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13483"
"2018-04-01 00:00:00","javascript","17947"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8922"
"2018-04-01 00:00:00","python","16973"
"2018-04-01 00:00:00","r","4728"
"2018-04-01 00:00:00","ruby","988"
"2018-04-01 00:00:00","swift","3571"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2366"
"2018-05-01 00:00:00","c#","9926"
"2018-05-01 00:00:00","c++","4684"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","631"
"2018-05-01 00:00:00","java","13462"
"2018-05-01 00:00:00","javascript","18056"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9442"
"2018-05-01 00:00:00","python","17562"
"2018-05-01 00:00:00","r","4733"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","swift","3616"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1835"
"2018-06-01 00:00:00","c#","8786"
"2018-06-01 00:00:00","c++","4097"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","675"
"2018-06-01 00:00:00","java","11781"
"2018-06-01 00:00:00","javascript","17175"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","php","8416"
"2018-06-01 00:00:00","python","16795"
"2018-06-01 00:00:00","r","4484"
"2018-06-01 00:00:00","ruby","991"
"2018-06-01 00:00:00","swift","3141"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1600"
"2018-07-01 00:00:00","c#","9400"
"2018-07-01 00:00:00","c++","3912"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","692"
"2018-07-01 00:00:00","java","11744"
"2018-07-01 00:00:00","javascript","17788"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8537"
"2018-07-01 00:00:00","python","17930"
"2018-07-01 00:00:00","r","4404"
"2018-07-01 00:00:00","ruby","940"
"2018-07-01 00:00:00","swift","3667"
"2018-08-01 00:00:00","assembly","177"
"2018-08-01 00:00:00","c","1680"
"2018-08-01 00:00:00","c#","9482"
"2018-08-01 00:00:00","c++","3900"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","707"
"2018-08-01 00:00:00","java","11295"
"2018-08-01 00:00:00","javascript","17843"
"2018-08-01 00:00:00","perl","228"
"2018-08-01 00:00:00","php","8460"
"2018-08-01 00:00:00","python","17716"
"2018-08-01 00:00:00","r","4102"
"2018-08-01 00:00:00","ruby","878"
"2018-08-01 00:00:00","swift","3568"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1837"
"2018-09-01 00:00:00","c#","8357"
"2018-09-01 00:00:00","c++","3739"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","675"
"2018-09-01 00:00:00","java","10713"
"2018-09-01 00:00:00","javascript","15997"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7641"
"2018-09-01 00:00:00","python","15991"
"2018-09-01 00:00:00","r","3756"
"2018-09-01 00:00:00","ruby","777"
"2018-09-01 00:00:00","swift","3138"
"2018-10-01 00:00:00","assembly","321"
"2018-10-01 00:00:00","c","2447"
"2018-10-01 00:00:00","c#","9326"
"2018-10-01 00:00:00","c++","4308"
"2018-10-01 00:00:00","delphi","222"
"2018-10-01 00:00:00","go","791"
"2018-10-01 00:00:00","java","12486"
"2018-10-01 00:00:00","javascript","17396"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","php","8150"
"2018-10-01 00:00:00","python","18128"
"2018-10-01 00:00:00","r","4358"
"2018-10-01 00:00:00","ruby","897"
"2018-10-01 00:00:00","swift","3268"
"2018-11-01 00:00:00","assembly","301"
"2018-11-01 00:00:00","c","2521"
"2018-11-01 00:00:00","c#","8466"
"2018-11-01 00:00:00","c++","4340"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11695"
"2018-11-01 00:00:00","javascript","16155"
"2018-11-01 00:00:00","perl","237"
"2018-11-01 00:00:00","php","7065"
"2018-11-01 00:00:00","python","17996"
"2018-11-01 00:00:00","r","4229"
"2018-11-01 00:00:00","ruby","834"
"2018-11-01 00:00:00","swift","2976"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2190"
"2018-12-01 00:00:00","c#","7542"
"2018-12-01 00:00:00","c++","3556"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","657"
"2018-12-01 00:00:00","java","10431"
"2018-12-01 00:00:00","javascript","14261"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","php","6186"
"2018-12-01 00:00:00","python","15712"
"2018-12-01 00:00:00","r","3398"
"2018-12-01 00:00:00","ruby","807"
"2018-12-01 00:00:00","swift","2782"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2281"
"2019-01-01 00:00:00","c#","8742"
"2019-01-01 00:00:00","c++","3906"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","658"
"2019-01-01 00:00:00","java","11017"
"2019-01-01 00:00:00","javascript","16004"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","php","7163"
"2019-01-01 00:00:00","python","16929"
"2019-01-01 00:00:00","r","3944"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2906"
"2019-02-01 00:00:00","assembly","226"
"2019-02-01 00:00:00","c","2053"
"2019-02-01 00:00:00","c#","8345"
"2019-02-01 00:00:00","c++","3729"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10982"
"2019-02-01 00:00:00","javascript","15670"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","php","7259"
"2019-02-01 00:00:00","python","17506"
"2019-02-01 00:00:00","r","4249"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2681"
"2019-03-01 00:00:00","assembly","275"
"2019-03-01 00:00:00","c","2380"
"2019-03-01 00:00:00","c#","8951"
"2019-03-01 00:00:00","c++","4421"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","723"
"2019-03-01 00:00:00","java","12028"
"2019-03-01 00:00:00","javascript","17312"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7768"
"2019-03-01 00:00:00","python","19882"
"2019-03-01 00:00:00","r","4493"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2946"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c","2428"
"2019-04-01 00:00:00","c#","9107"
"2019-04-01 00:00:00","c++","4372"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","650"
"2019-04-01 00:00:00","java","11155"
"2019-04-01 00:00:00","javascript","16148"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","php","7145"
"2019-04-01 00:00:00","python","19807"
"2019-04-01 00:00:00","r","4597"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3074"
"2019-05-01 00:00:00","assembly","237"
"2019-05-01 00:00:00","c","2090"
"2019-05-01 00:00:00","c#","9016"
"2019-05-01 00:00:00","c++","4122"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","673"
"2019-05-01 00:00:00","java","11085"
"2019-05-01 00:00:00","javascript","16124"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","php","6935"
"2019-05-01 00:00:00","python","18873"
"2019-05-01 00:00:00","r","4290"
"2019-05-01 00:00:00","ruby","759"
"2019-05-01 00:00:00","swift","3104"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","c#","7597"
"2019-06-01 00:00:00","c++","3639"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9622"
"2019-06-01 00:00:00","javascript","14790"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","php","5991"
"2019-06-01 00:00:00","python","17217"
"2019-06-01 00:00:00","r","3946"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3086"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1752"
"2019-07-01 00:00:00","c#","8439"
"2019-07-01 00:00:00","c++","4262"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","627"
"2019-07-01 00:00:00","java","10821"
"2019-07-01 00:00:00","javascript","16131"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","php","6644"
"2019-07-01 00:00:00","python","19739"
"2019-07-01 00:00:00","r","4199"
"2019-07-01 00:00:00","ruby","757"
"2019-07-01 00:00:00","swift","3035"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1550"
"2019-08-01 00:00:00","c#","7702"
"2019-08-01 00:00:00","c++","3289"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","630"
"2019-08-01 00:00:00","java","9076"
"2019-08-01 00:00:00","javascript","15197"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5800"
"2019-08-01 00:00:00","python","18023"
"2019-08-01 00:00:00","r","3950"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2538"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2004"
"2019-09-01 00:00:00","c#","7836"
"2019-09-01 00:00:00","c++","3777"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","go","619"
"2019-09-01 00:00:00","java","9660"
"2019-09-01 00:00:00","javascript","14867"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5554"
"2019-09-01 00:00:00","python","16863"
"2019-09-01 00:00:00","r","3936"
"2019-09-01 00:00:00","ruby","717"
"2019-09-01 00:00:00","swift","2552"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2477"
"2019-10-01 00:00:00","c#","8404"
"2019-10-01 00:00:00","c++","4835"
"2019-10-01 00:00:00","delphi","151"
"2019-10-01 00:00:00","go","634"
"2019-10-01 00:00:00","java","11199"
"2019-10-01 00:00:00","javascript","15964"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","php","6041"
"2019-10-01 00:00:00","python","20431"
"2019-10-01 00:00:00","r","4384"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","swift","3097"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2508"
"2019-11-01 00:00:00","c#","8012"
"2019-11-01 00:00:00","c++","4727"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","go","602"
"2019-11-01 00:00:00","java","10311"
"2019-11-01 00:00:00","javascript","15738"
"2019-11-01 00:00:00","perl","222"
"2019-11-01 00:00:00","php","6068"
"2019-11-01 00:00:00","python","20584"
"2019-11-01 00:00:00","r","4285"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2874"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2144"
"2019-12-01 00:00:00","c#","7203"
"2019-12-01 00:00:00","c++","4199"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","go","616"
"2019-12-01 00:00:00","java","9025"
"2019-12-01 00:00:00","javascript","14302"
"2019-12-01 00:00:00","perl","157"
"2019-12-01 00:00:00","php","5220"
"2019-12-01 00:00:00","python","18092"
"2019-12-01 00:00:00","r","3738"
"2019-12-01 00:00:00","ruby","666"
"2019-12-01 00:00:00","swift","2662"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2051"
"2020-01-01 00:00:00","c#","7800"
"2020-01-01 00:00:00","c++","4230"
"2020-01-01 00:00:00","delphi","164"
"2020-01-01 00:00:00","go","648"
"2020-01-01 00:00:00","java","9950"
"2020-01-01 00:00:00","javascript","16010"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5886"
"2020-01-01 00:00:00","python","19958"
"2020-01-01 00:00:00","r","4146"
"2020-01-01 00:00:00","ruby","764"
"2020-01-01 00:00:00","swift","2895"
"2020-02-01 00:00:00","assembly","272"
"2020-02-01 00:00:00","c","1980"
"2020-02-01 00:00:00","c#","7716"
"2020-02-01 00:00:00","c++","4088"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","662"
"2020-02-01 00:00:00","java","10037"
"2020-02-01 00:00:00","javascript","15723"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","php","5670"
"2020-02-01 00:00:00","python","20035"
"2020-02-01 00:00:00","r","4677"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2759"
"2020-03-01 00:00:00","assembly","294"
"2020-03-01 00:00:00","c","2486"
"2020-03-01 00:00:00","c#","7786"
"2020-03-01 00:00:00","c++","4640"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","go","653"
"2020-03-01 00:00:00","java","11051"
"2020-03-01 00:00:00","javascript","17561"
"2020-03-01 00:00:00","perl","198"
"2020-03-01 00:00:00","php","5652"
"2020-03-01 00:00:00","python","22676"
"2020-03-01 00:00:00","r","5121"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2907"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3251"
"2020-04-01 00:00:00","c#","8578"
"2020-04-01 00:00:00","c++","6221"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","go","796"
"2020-04-01 00:00:00","java","12611"
"2020-04-01 00:00:00","javascript","20888"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6623"
"2020-04-01 00:00:00","python","27615"
"2020-04-01 00:00:00","r","6167"
"2020-04-01 00:00:00","ruby","768"
"2020-04-01 00:00:00","swift","3449"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3373"
"2020-05-01 00:00:00","c#","8594"
"2020-05-01 00:00:00","c++","6412"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","751"
"2020-05-01 00:00:00","java","12012"
"2020-05-01 00:00:00","javascript","21471"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6518"
"2020-05-01 00:00:00","python","29443"
"2020-05-01 00:00:00","r","6012"
"2020-05-01 00:00:00","ruby","696"
"2020-05-01 00:00:00","swift","3519"
"2020-06-01 00:00:00","assembly","328"
"2020-06-01 00:00:00","c","2593"
"2020-06-01 00:00:00","c#","7892"
"2020-06-01 00:00:00","c++","5626"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","707"
"2020-06-01 00:00:00","java","10826"
"2020-06-01 00:00:00","javascript","19806"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5923"
"2020-06-01 00:00:00","python","27101"
"2020-06-01 00:00:00","r","5433"
"2020-06-01 00:00:00","ruby","613"
"2020-06-01 00:00:00","swift","3160"
"2020-07-01 00:00:00","assembly","275"
"2020-07-01 00:00:00","c","2098"
"2020-07-01 00:00:00","c#","7810"
"2020-07-01 00:00:00","c++","5162"
"2020-07-01 00:00:00","delphi","193"
"2020-07-01 00:00:00","go","643"
"2020-07-01 00:00:00","java","10438"
"2020-07-01 00:00:00","javascript","19877"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5930"
"2020-07-01 00:00:00","python","26264"
"2020-07-01 00:00:00","r","4939"
"2020-07-01 00:00:00","ruby","697"
"2020-07-01 00:00:00","swift","2987"
"2020-08-01 00:00:00","assembly","266"
"2020-08-01 00:00:00","c","1896"
"2020-08-01 00:00:00","c#","7068"
"2020-08-01 00:00:00","c++","4777"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","708"
"2020-08-01 00:00:00","java","9307"
"2020-08-01 00:00:00","javascript","18042"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4980"
"2020-08-01 00:00:00","python","23039"
"2020-08-01 00:00:00","r","4498"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2679"
"2020-09-01 00:00:00","assembly","294"
"2020-09-01 00:00:00","c","2161"
"2020-09-01 00:00:00","c#","6452"
"2020-09-01 00:00:00","c++","3921"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","728"
"2020-09-01 00:00:00","java","8941"
"2020-09-01 00:00:00","javascript","16766"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4774"
"2020-09-01 00:00:00","python","21743"
"2020-09-01 00:00:00","r","4756"
"2020-09-01 00:00:00","ruby","514"
"2020-09-01 00:00:00","swift","2562"
"2020-10-01 00:00:00","assembly","344"
"2020-10-01 00:00:00","c","2379"
"2020-10-01 00:00:00","c#","6198"
"2020-10-01 00:00:00","c++","4327"
"2020-10-01 00:00:00","delphi","180"
"2020-10-01 00:00:00","go","590"
"2020-10-01 00:00:00","java","8938"
"2020-10-01 00:00:00","javascript","16428"
"2020-10-01 00:00:00","perl","171"
"2020-10-01 00:00:00","php","4584"
"2020-10-01 00:00:00","python","22805"
"2020-10-01 00:00:00","r","5070"
"2020-10-01 00:00:00","ruby","493"
"2020-10-01 00:00:00","swift","2319"
"2020-11-01 00:00:00","assembly","375"
"2020-11-01 00:00:00","c","2699"
"2020-11-01 00:00:00","c#","5985"
"2020-11-01 00:00:00","c++","4320"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","529"
"2020-11-01 00:00:00","java","8488"
"2020-11-01 00:00:00","javascript","15525"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4623"
"2020-11-01 00:00:00","python","22199"
"2020-11-01 00:00:00","r","4804"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2163"
"2020-12-01 00:00:00","assembly","298"
